ID,Pred
2017_1211_1297,0.974
2017_1211_1300,0.9955
2017_1211_1305,0.8415
2017_1211_1308,0.964
2017_1211_1309,0.9695
2017_1211_1314,0.168
2017_1211_1315,0.985
2017_1211_1321,0.931
2017_1211_1323,0.664
2017_1211_1329,0.7225
2017_1211_1332,0.5725
2017_1211_1343,0.93
2017_1211_1344,0.8725
2017_1211_1345,0.566
2017_1211_1348,0.7775
2017_1211_1355,0.961
2017_1211_1371,0.812
2017_1211_1374,0.636
2017_1211_1376,0.705
2017_1211_1388,0.5745
2017_1211_1407,0.9825
2017_1211_1411,0.986
2017_1211_1413,0.994
2017_1211_1417,0.5675
2017_1211_1423,0.667
2017_1211_1425,0.859
2017_1211_1433,0.8085
2017_1211_1435,0.907
2017_1211_1436,0.832
2017_1211_1437,0.4245
2017_1211_1438,0.592
2017_1211_1439,0.785
2017_1211_1448,0.811
2017_1211_1452,0.7995
2017_1211_1455,0.582
2017_1211_1457,0.9565
2017_1211_1458,0.6535
2017_1211_1462,0.9105
2017_1233_1235,0.0785
2017_1233_1240,0.725
2017_1233_1242,0.026
2017_1233_1243,0.291
2017_1233_1245,0.509
2017_1233_1246,0.009
2017_1233_1257,0.0745
2017_1233_1266,0.0875
2017_1233_1268,0.4205
2017_1233_1274,0.3245
2017_1233_1276,0.121
2017_1233_1277,0.4105
2017_1233_1278,0.268
2017_1233_1291,0.859
2017_1233_1292,0.2205
2017_1233_1297,0.5415
2017_1233_1300,0.5615
2017_1233_1305,0.308
2017_1233_1308,0.4315
2017_1233_1309,0.771
2017_1233_1314,0.035
2017_1233_1315,0.6855
2017_1233_1321,0.3575
2017_1233_1323,0.049
2017_1233_1329,0.151
2017_1233_1332,0.059
2017_1233_1343,0.3435
2017_1233_1344,0.268
2017_1233_1345,0.0995
2017_1233_1348,0.245
2017_1233_1355,0.737
2017_1233_1371,0.2245
2017_1233_1374,0.1935
2017_1233_1376,0.256
2017_1233_1388,0.0615
2017_1233_1407,0.625
2017_1233_1411,0.78
2017_1233_1413,0.824
2017_1233_1417,0.039
2017_1233_1423,0.2185
2017_1233_1425,0.3015
2017_1233_1433,0.164
2017_1233_1435,0.2495
2017_1233_1436,0.361
2017_1233_1437,0.027
2017_1233_1438,0.132
2017_1233_1439,0.317
2017_1233_1448,0.3295
2017_1233_1452,0.0605
2017_1233_1455,0.0855
2017_1233_1457,0.5135
2017_1233_1458,0.127
2017_1233_1462,0.257
2017_1235_1240,0.879
2017_1235_1242,0.524
2017_1235_1243,0.7035
2017_1235_1245,0.847
2017_1235_1246,0.295
2017_1235_1257,0.454
2017_1235_1266,0.6415
2017_1235_1268,0.6985
2017_1235_1274,0.6625
2017_1235_1276,0.6635
2017_1235_1277,0.788
2017_1235_1278,0.618
2017_1235_1291,0.9325
2017_1235_1292,0.7185
2017_1235_1297,0.876
2017_1235_1300,0.8355
2017_1235_1305,0.7505
2017_1235_1308,0.6805
2017_1235_1309,0.834
2017_1235_1314,0.515
2017_1235_1315,0.94
2017_1235_1321,0.7015
2017_1235_1323,0.538
2017_1235_1329,0.6605
2017_1235_1332,0.4885
2017_1235_1343,0.8335
2017_1235_1344,0.7735
2017_1235_1345,0.5765
2017_1235_1348,0.698
2017_1235_1355,0.937
2017_1235_1371,0.6155
2017_1235_1374,0.528
2017_1235_1376,0.617
2017_1235_1388,0.5135
2017_1235_1407,0.9075
2017_1235_1411,0.8995
2017_1235_1413,0.8635
2017_1235_1417,0.393
2017_1235_1423,0.679
2017_1235_1425,0.7005
2017_1235_1433,0.7155
2017_1235_1435,0.7895
2017_1235_1436,0.6875
2017_1235_1437,0.356
2017_1235_1438,0.453
2017_1235_1439,0.715
2017_1235_1448,0.804
2017_1235_1452,0.39
2017_1235_1455,0.466
2017_1235_1457,0.7785
2017_1235_1458,0.48
2017_1235_1462,0.662
2017_1240_1242,0.0015
2017_1240_1243,0.1125
2017_1240_1245,0.4135
2017_1240_1246,0.0035
2017_1240_1257,0.0085
2017_1240_1266,0.0685
2017_1240_1268,0.101
2017_1240_1274,0.1335
2017_1240_1276,0.0285
2017_1240_1277,0.1275
2017_1240_1278,0.058
2017_1240_1291,0.58
2017_1240_1292,0.152
2017_1240_1297,0.434
2017_1240_1300,0.479
2017_1240_1305,0.1495
2017_1240_1308,0.3085
2017_1240_1309,0.5235
2017_1240_1314,0.003
2017_1240_1315,0.441
2017_1240_1321,0.123
2017_1240_1323,0.0355
2017_1240_1329,0.057
2017_1240_1332,0.0115
2017_1240_1343,0.155
2017_1240_1344,0.142
2017_1240_1345,0.0165
2017_1240_1348,0.135
2017_1240_1355,0.516
2017_1240_1371,0.155
2017_1240_1374,0.0295
2017_1240_1376,0.156
2017_1240_1388,0.034
2017_1240_1407,0.438
2017_1240_1411,0.5405
2017_1240_1413,0.54
2017_1240_1417,0.0175
2017_1240_1423,0.1215
2017_1240_1425,0.0895
2017_1240_1433,0.0885
2017_1240_1435,0.121
2017_1240_1436,0.1925
2017_1240_1437,0.0575
2017_1240_1438,0.0245
2017_1240_1439,0.078
2017_1240_1448,0.0775
2017_1240_1452,0.0145
2017_1240_1455,0.04
2017_1240_1457,0.332
2017_1240_1458,0.0145
2017_1240_1462,0.128
2017_1242_1243,0.79
2017_1242_1245,0.962
2017_1242_1246,0.4965
2017_1242_1257,0.5465
2017_1242_1266,0.759
2017_1242_1268,0.8855
2017_1242_1274,0.8345
2017_1242_1276,0.6415
2017_1242_1277,0.952
2017_1242_1278,0.808
2017_1242_1291,0.972
2017_1242_1292,0.7795
2017_1242_1297,0.959
2017_1242_1300,0.882
2017_1242_1305,0.849
2017_1242_1308,0.9125
2017_1242_1309,0.923
2017_1242_1314,0.5285
2017_1242_1315,0.994
2017_1242_1321,0.7945
2017_1242_1323,0.502
2017_1242_1329,0.7515
2017_1242_1332,0.6035
2017_1242_1343,0.9155
2017_1242_1344,0.7965
2017_1242_1345,0.618
2017_1242_1348,0.801
2017_1242_1355,0.986
2017_1242_1371,0.7985
2017_1242_1374,0.51
2017_1242_1376,0.7415
2017_1242_1388,0.6015
2017_1242_1407,0.971
2017_1242_1411,0.9845
2017_1242_1413,0.987
2017_1242_1417,0.564
2017_1242_1423,0.7105
2017_1242_1425,0.8565
2017_1242_1433,0.75
2017_1242_1435,0.851
2017_1242_1436,0.8235
2017_1242_1437,0.5685
2017_1242_1438,0.58
2017_1242_1439,0.905
2017_1242_1448,0.926
2017_1242_1452,0.4115
2017_1242_1455,0.5305
2017_1242_1457,0.946
2017_1242_1458,0.537
2017_1242_1462,0.847
2017_1243_1245,0.714
2017_1243_1246,0.1095
2017_1243_1257,0.238
2017_1243_1266,0.5325
2017_1243_1268,0.4805
2017_1243_1274,0.355
2017_1243_1276,0.414
2017_1243_1277,0.5065
2017_1243_1278,0.432
2017_1243_1291,0.8305
2017_1243_1292,0.498
2017_1243_1297,0.7535
2017_1243_1300,0.7485
2017_1243_1305,0.559
2017_1243_1308,0.6355
2017_1243_1309,0.7855
2017_1243_1314,0.181
2017_1243_1315,0.7435
2017_1243_1321,0.4135
2017_1243_1323,0.274
2017_1243_1329,0.5545
2017_1243_1332,0.268
2017_1243_1343,0.6635
2017_1243_1344,0.478
2017_1243_1345,0.344
2017_1243_1348,0.413
2017_1243_1355,0.776
2017_1243_1371,0.4555
2017_1243_1374,0.4005
2017_1243_1376,0.4205
2017_1243_1388,0.3285
2017_1243_1407,0.6865
2017_1243_1411,0.684
2017_1243_1413,0.859
2017_1243_1417,0.2495
2017_1243_1423,0.542
2017_1243_1425,0.4815
2017_1243_1433,0.43
2017_1243_1435,0.5415
2017_1243_1436,0.5495
2017_1243_1437,0.204
2017_1243_1438,0.2655
2017_1243_1439,0.5715
2017_1243_1448,0.8565
2017_1243_1452,0.1125
2017_1243_1455,0.33
2017_1243_1457,0.6525
2017_1243_1458,0.2755
2017_1243_1462,0.427
2017_1245_1246,0.016
2017_1245_1257,0.0415
2017_1245_1266,0.1345
2017_1245_1268,0.3055
2017_1245_1274,0.275
2017_1245_1276,0.117
2017_1245_1277,0.3065
2017_1245_1278,0.2285
2017_1245_1291,0.8615
2017_1245_1292,0.223
2017_1245_1297,0.5245
2017_1245_1300,0.5345
2017_1245_1305,0.301
2017_1245_1308,0.497
2017_1245_1309,0.708
2017_1245_1314,0.012
2017_1245_1315,0.6115
2017_1245_1321,0.2955
2017_1245_1323,0.101
2017_1245_1329,0.087
2017_1245_1332,0.0355
2017_1245_1343,0.296
2017_1245_1344,0.253
2017_1245_1345,0.0965
2017_1245_1348,0.1925
2017_1245_1355,0.699
2017_1245_1371,0.1945
2017_1245_1374,0.1285
2017_1245_1376,0.2255
2017_1245_1388,0.108
2017_1245_1407,0.598
2017_1245_1411,0.6605
2017_1245_1413,0.835
2017_1245_1417,0.0375
2017_1245_1423,0.198
2017_1245_1425,0.1575
2017_1245_1433,0.171
2017_1245_1435,0.275
2017_1245_1436,0.323
2017_1245_1437,0.0215
2017_1245_1438,0.065
2017_1245_1439,0.171
2017_1245_1448,0.1815
2017_1245_1452,0.0335
2017_1245_1455,0.1045
2017_1245_1457,0.509
2017_1245_1458,0.061
2017_1245_1462,0.224
2017_1246_1257,0.601
2017_1246_1266,0.8275
2017_1246_1268,0.9155
2017_1246_1274,0.8885
2017_1246_1276,0.7095
2017_1246_1277,0.9
2017_1246_1278,0.904
2017_1246_1291,0.997
2017_1246_1292,0.894
2017_1246_1297,0.9915
2017_1246_1300,0.968
2017_1246_1305,0.916
2017_1246_1308,0.9425
2017_1246_1309,0.965
2017_1246_1314,0.1865
2017_1246_1315,0.9855
2017_1246_1321,0.91
2017_1246_1323,0.7485
2017_1246_1329,0.86
2017_1246_1332,0.673
2017_1246_1343,0.94
2017_1246_1344,0.9065
2017_1246_1345,0.672
2017_1246_1348,0.9375
2017_1246_1355,0.9465
2017_1246_1371,0.8835
2017_1246_1374,0.6975
2017_1246_1376,0.85
2017_1246_1388,0.631
2017_1246_1407,0.975
2017_1246_1411,0.9885
2017_1246_1413,0.9885
2017_1246_1417,0.832
2017_1246_1423,0.7655
2017_1246_1425,0.891
2017_1246_1433,0.852
2017_1246_1435,0.904
2017_1246_1436,0.8845
2017_1246_1437,0.583
2017_1246_1438,0.6975
2017_1246_1439,0.9185
2017_1246_1448,0.8715
2017_1246_1452,0.4595
2017_1246_1455,0.6925
2017_1246_1457,0.99
2017_1246_1458,0.7395
2017_1246_1462,0.8585
2017_1257_1266,0.614
2017_1257_1268,0.8215
2017_1257_1274,0.7725
2017_1257_1276,0.2235
2017_1257_1277,0.827
2017_1257_1278,0.7555
2017_1257_1291,0.9965
2017_1257_1292,0.6895
2017_1257_1297,0.9585
2017_1257_1300,0.9455
2017_1257_1305,0.768
2017_1257_1308,0.8715
2017_1257_1309,0.9625
2017_1257_1314,0.5695
2017_1257_1315,0.9695
2017_1257_1321,0.7695
2017_1257_1323,0.551
2017_1257_1329,0.653
2017_1257_1332,0.6145
2017_1257_1343,0.8365
2017_1257_1344,0.808
2017_1257_1345,0.5635
2017_1257_1348,0.7185
2017_1257_1355,0.9165
2017_1257_1371,0.784
2017_1257_1374,0.691
2017_1257_1376,0.7265
2017_1257_1388,0.5435
2017_1257_1407,0.917
2017_1257_1411,0.956
2017_1257_1413,0.991
2017_1257_1417,0.4695
2017_1257_1423,0.578
2017_1257_1425,0.752
2017_1257_1433,0.7315
2017_1257_1435,0.842
2017_1257_1436,0.705
2017_1257_1437,0.4645
2017_1257_1438,0.5685
2017_1257_1439,0.761
2017_1257_1448,0.742
2017_1257_1452,0.4245
2017_1257_1455,0.6305
2017_1257_1457,0.9075
2017_1257_1458,0.526
2017_1257_1462,0.7595
2017_1266_1268,0.5195
2017_1266_1274,0.516
2017_1266_1276,0.4875
2017_1266_1277,0.5845
2017_1266_1278,0.4025
2017_1266_1291,0.8325
2017_1266_1292,0.53
2017_1266_1297,0.83
2017_1266_1300,0.758
2017_1266_1305,0.568
2017_1266_1308,0.6715
2017_1266_1309,0.7655
2017_1266_1314,0.312
2017_1266_1315,0.828
2017_1266_1321,0.495
2017_1266_1323,0.3415
2017_1266_1329,0.53
2017_1266_1332,0.3005
2017_1266_1343,0.677
2017_1266_1344,0.5175
2017_1266_1345,0.4015
2017_1266_1348,0.5585
2017_1266_1355,0.873
2017_1266_1371,0.581
2017_1266_1374,0.3845
2017_1266_1376,0.418
2017_1266_1388,0.281
2017_1266_1407,0.8015
2017_1266_1411,0.835
2017_1266_1413,0.8015
2017_1266_1417,0.2605
2017_1266_1423,0.5545
2017_1266_1425,0.452
2017_1266_1433,0.533
2017_1266_1435,0.643
2017_1266_1436,0.5875
2017_1266_1437,0.214
2017_1266_1438,0.3665
2017_1266_1439,0.54
2017_1266_1448,0.603
2017_1266_1452,0.2855
2017_1266_1455,0.2805
2017_1266_1457,0.731
2017_1266_1458,0.3705
2017_1266_1462,0.5405
2017_1268_1274,0.4195
2017_1268_1276,0.426
2017_1268_1277,0.5015
2017_1268_1278,0.445
2017_1268_1291,0.841
2017_1268_1292,0.4815
2017_1268_1297,0.748
2017_1268_1300,0.794
2017_1268_1305,0.6115
2017_1268_1308,0.626
2017_1268_1309,0.7905
2017_1268_1314,0.1475
2017_1268_1315,0.782
2017_1268_1321,0.3725
2017_1268_1323,0.244
2017_1268_1329,0.4895
2017_1268_1332,0.1925
2017_1268_1343,0.592
2017_1268_1344,0.478
2017_1268_1345,0.256
2017_1268_1348,0.4265
2017_1268_1355,0.841
2017_1268_1371,0.469
2017_1268_1374,0.418
2017_1268_1376,0.413
2017_1268_1388,0.3215
2017_1268_1407,0.7065
2017_1268_1411,0.7815
2017_1268_1413,0.877
2017_1268_1417,0.234
2017_1268_1423,0.601
2017_1268_1425,0.5755
2017_1268_1433,0.4
2017_1268_1435,0.5195
2017_1268_1436,0.588
2017_1268_1437,0.1405
2017_1268_1438,0.2175
2017_1268_1439,0.548
2017_1268_1448,0.596
2017_1268_1452,0.224
2017_1268_1455,0.2495
2017_1268_1457,0.7065
2017_1268_1458,0.2965
2017_1268_1462,0.2055
2017_1274_1276,0.4715
2017_1274_1277,0.2235
2017_1274_1278,0.5805
2017_1274_1291,0.8685
2017_1274_1292,0.6115
2017_1274_1297,0.789
2017_1274_1300,0.751
2017_1274_1305,0.67
2017_1274_1308,0.677
2017_1274_1309,0.841
2017_1274_1314,0.2095
2017_1274_1315,0.7515
2017_1274_1321,0.4495
2017_1274_1323,0.42
2017_1274_1329,0.584
2017_1274_1332,0.292
2017_1274_1343,0.709
2017_1274_1344,0.6775
2017_1274_1345,0.4945
2017_1274_1348,0.564
2017_1274_1355,0.8125
2017_1274_1371,0.628
2017_1274_1374,0.4805
2017_1274_1376,0.498
2017_1274_1388,0.375
2017_1274_1407,0.722
2017_1274_1411,0.798
2017_1274_1413,0.888
2017_1274_1417,0.32
2017_1274_1423,0.6275
2017_1274_1425,0.646
2017_1274_1433,0.608
2017_1274_1435,0.5785
2017_1274_1436,0.644
2017_1274_1437,0.165
2017_1274_1438,0.229
2017_1274_1439,0.677
2017_1274_1448,0.647
2017_1274_1452,0.313
2017_1274_1455,0.3645
2017_1274_1457,0.731
2017_1274_1458,0.4475
2017_1274_1462,0.598
2017_1276_1277,0.5805
2017_1276_1278,0.5
2017_1276_1291,0.7985
2017_1276_1292,0.6235
2017_1276_1297,0.8415
2017_1276_1300,0.776
2017_1276_1305,0.664
2017_1276_1308,0.633
2017_1276_1309,0.8065
2017_1276_1314,0.3935
2017_1276_1315,0.862
2017_1276_1321,0.525
2017_1276_1323,0.436
2017_1276_1329,0.8555
2017_1276_1332,0.173
2017_1276_1343,0.7095
2017_1276_1344,0.5955
2017_1276_1345,0.405
2017_1276_1348,0.5565
2017_1276_1355,0.948
2017_1276_1371,0.624
2017_1276_1374,0.4985
2017_1276_1376,0.534
2017_1276_1388,0.447
2017_1276_1407,0.8465
2017_1276_1411,0.8815
2017_1276_1413,0.823
2017_1276_1417,0.36
2017_1276_1423,0.6325
2017_1276_1425,0.5975
2017_1276_1433,0.5495
2017_1276_1435,0.7605
2017_1276_1436,0.631
2017_1276_1437,0.3415
2017_1276_1438,0.4275
2017_1276_1439,0.6735
2017_1276_1448,0.7395
2017_1276_1452,0.375
2017_1276_1455,0.402
2017_1276_1457,0.6765
2017_1276_1458,0.3515
2017_1276_1462,0.579
2017_1277_1278,0.458
2017_1277_1291,0.7735
2017_1277_1292,0.4405
2017_1277_1297,0.662
2017_1277_1300,0.6935
2017_1277_1305,0.5215
2017_1277_1308,0.572
2017_1277_1309,0.742
2017_1277_1314,0.085
2017_1277_1315,0.648
2017_1277_1321,0.4095
2017_1277_1323,0.2325
2017_1277_1329,0.4925
2017_1277_1332,0.1105
2017_1277_1343,0.577
2017_1277_1344,0.623
2017_1277_1345,0.3015
2017_1277_1348,0.484
2017_1277_1355,0.7195
2017_1277_1371,0.5415
2017_1277_1374,0.2025
2017_1277_1376,0.4305
2017_1277_1388,0.2555
2017_1277_1407,0.637
2017_1277_1411,0.6545
2017_1277_1413,0.8415
2017_1277_1417,0.159
2017_1277_1423,0.5175
2017_1277_1425,0.547
2017_1277_1433,0.4705
2017_1277_1435,0.5815
2017_1277_1436,0.5655
2017_1277_1437,0.126
2017_1277_1438,0.211
2017_1277_1439,0.4485
2017_1277_1448,0.5675
2017_1277_1452,0.1805
2017_1277_1455,0.225
2017_1277_1457,0.584
2017_1277_1458,0.2535
2017_1277_1462,0.489
2017_1278_1291,0.9555
2017_1278_1292,0.672
2017_1278_1297,0.7715
2017_1278_1300,0.824
2017_1278_1305,0.501
2017_1278_1308,0.6775
2017_1278_1309,0.915
2017_1278_1314,0.1945
2017_1278_1315,0.793
2017_1278_1321,0.51
2017_1278_1323,0.3785
2017_1278_1329,0.5985
2017_1278_1332,0.3305
2017_1278_1343,0.697
2017_1278_1344,0.6675
2017_1278_1345,0.4465
2017_1278_1348,0.5615
2017_1278_1355,0.845
2017_1278_1371,0.5325
2017_1278_1374,0.451
2017_1278_1376,0.489
2017_1278_1388,0.4
2017_1278_1407,0.7275
2017_1278_1411,0.8055
2017_1278_1413,0.9495
2017_1278_1417,0.274
2017_1278_1423,0.5695
2017_1278_1425,0.5685
2017_1278_1433,0.558
2017_1278_1435,0.5905
2017_1278_1436,0.5855
2017_1278_1437,0.225
2017_1278_1438,0.333
2017_1278_1439,0.61
2017_1278_1448,0.672
2017_1278_1452,0.2735
2017_1278_1455,0.376
2017_1278_1457,0.64
2017_1278_1458,0.4235
2017_1278_1462,0.563
2017_1291_1292,0.0635
2017_1291_1297,0.199
2017_1291_1300,0.388
2017_1291_1305,0.1225
2017_1291_1308,0.133
2017_1291_1309,0.5475
2017_1291_1314,0.0235
2017_1291_1315,0.277
2017_1291_1321,0.107
2017_1291_1323,0.057
2017_1291_1329,0.0915
2017_1291_1332,0.0015
2017_1291_1343,0.0735
2017_1291_1344,0.0965
2017_1291_1345,0.0855
2017_1291_1348,0.058
2017_1291_1355,0.3595
2017_1291_1371,0.1385
2017_1291_1374,0.061
2017_1291_1376,0.0685
2017_1291_1388,0.101
2017_1291_1407,0.221
2017_1291_1411,0.3905
2017_1291_1413,0.527
2017_1291_1417,0.041
2017_1291_1423,0.0965
2017_1291_1425,0.088
2017_1291_1433,0.031
2017_1291_1435,0.1205
2017_1291_1436,0.116
2017_1291_1437,0.0155
2017_1291_1438,0.0165
2017_1291_1439,0.103
2017_1291_1448,0.132
2017_1291_1452,0.009
2017_1291_1455,0.067
2017_1291_1457,0.148
2017_1291_1458,0.0505
2017_1291_1462,0.1105
2017_1292_1297,0.702
2017_1292_1300,0.765
2017_1292_1305,0.611
2017_1292_1308,0.631
2017_1292_1309,0.859
2017_1292_1314,0.1945
2017_1292_1315,0.865
2017_1292_1321,0.507
2017_1292_1323,0.302
2017_1292_1329,0.486
2017_1292_1332,0.4225
2017_1292_1343,0.521
2017_1292_1344,0.5195
2017_1292_1345,0.342
2017_1292_1348,0.496
2017_1292_1355,0.753
2017_1292_1371,0.4655
2017_1292_1374,0.408
2017_1292_1376,0.4815
2017_1292_1388,0.3025
2017_1292_1407,0.7745
2017_1292_1411,0.863
2017_1292_1413,0.8595
2017_1292_1417,0.281
2017_1292_1423,0.4995
2017_1292_1425,0.5785
2017_1292_1433,0.492
2017_1292_1435,0.587
2017_1292_1436,0.65
2017_1292_1437,0.106
2017_1292_1438,0.395
2017_1292_1439,0.6315
2017_1292_1448,0.563
2017_1292_1452,0.1895
2017_1292_1455,0.2095
2017_1292_1457,0.607
2017_1292_1458,0.4305
2017_1292_1462,0.5245
2017_1297_1300,0.559
2017_1297_1305,0.2895
2017_1297_1308,0.4365
2017_1297_1309,0.714
2017_1297_1314,0.0095
2017_1297_1315,0.5615
2017_1297_1321,0.244
2017_1297_1323,0.0335
2017_1297_1329,0.0815
2017_1297_1332,0.0435
2017_1297_1343,0.2745
2017_1297_1344,0.1595
2017_1297_1345,0.0785
2017_1297_1348,0.2065
2017_1297_1355,0.6625
2017_1297_1371,0.158
2017_1297_1374,0.113
2017_1297_1376,0.184
2017_1297_1388,0.058
2017_1297_1407,0.6155
2017_1297_1411,0.6285
2017_1297_1413,0.793
2017_1297_1417,0.056
2017_1297_1423,0.2125
2017_1297_1425,0.171
2017_1297_1433,0.186
2017_1297_1435,0.23
2017_1297_1436,0.2945
2017_1297_1437,0.0155
2017_1297_1438,0.045
2017_1297_1439,0.132
2017_1297_1448,0.146
2017_1297_1452,0.0205
2017_1297_1455,0.073
2017_1297_1457,0.447
2017_1297_1458,0.0685
2017_1297_1462,0.1545
2017_1300_1305,0.201
2017_1300_1308,0.2785
2017_1300_1309,0.5715
2017_1300_1314,0.0165
2017_1300_1315,0.5225
2017_1300_1321,0.2165
2017_1300_1323,0.0935
2017_1300_1329,0.129
2017_1300_1332,0.057
2017_1300_1343,0.308
2017_1300_1344,0.2085
2017_1300_1345,0.0455
2017_1300_1348,0.1895
2017_1300_1355,0.628
2017_1300_1371,0.2435
2017_1300_1374,0.074
2017_1300_1376,0.181
2017_1300_1388,0.0945
2017_1300_1407,0.505
2017_1300_1411,0.5315
2017_1300_1413,0.5535
2017_1300_1417,0.095
2017_1300_1423,0.12
2017_1300_1425,0.168
2017_1300_1433,0.1285
2017_1300_1435,0.3035
2017_1300_1436,0.272
2017_1300_1437,0.0445
2017_1300_1438,0.045
2017_1300_1439,0.174
2017_1300_1448,0.1615
2017_1300_1452,0.0215
2017_1300_1455,0.0325
2017_1300_1457,0.3535
2017_1300_1458,0.054
2017_1300_1462,0.2275
2017_1305_1308,0.6565
2017_1305_1309,0.7285
2017_1305_1314,0.1435
2017_1305_1315,0.8135
2017_1305_1321,0.4415
2017_1305_1323,0.2825
2017_1305_1329,0.417
2017_1305_1332,0.298
2017_1305_1343,0.548
2017_1305_1344,0.476
2017_1305_1345,0.327
2017_1305_1348,0.3945
2017_1305_1355,0.852
2017_1305_1371,0.381
2017_1305_1374,0.33
2017_1305_1376,0.387
2017_1305_1388,0.2305
2017_1305_1407,0.747
2017_1305_1411,0.7765
2017_1305_1413,0.852
2017_1305_1417,0.234
2017_1305_1423,0.56
2017_1305_1425,0.5285
2017_1305_1433,0.4185
2017_1305_1435,0.4205
2017_1305_1436,0.5385
2017_1305_1437,0.0965
2017_1305_1438,0.2785
2017_1305_1439,0.52
2017_1305_1448,0.5335
2017_1305_1452,0.178
2017_1305_1455,0.1665
2017_1305_1457,0.641
2017_1305_1458,0.3225
2017_1305_1462,0.468
2017_1308_1309,0.724
2017_1308_1314,0.032
2017_1308_1315,0.6515
2017_1308_1321,0.3745
2017_1308_1323,0.1365
2017_1308_1329,0.2405
2017_1308_1332,0.1035
2017_1308_1343,0.506
2017_1308_1344,0.3125
2017_1308_1345,0.146
2017_1308_1348,0.288
2017_1308_1355,0.6965
2017_1308_1371,0.34
2017_1308_1374,0.1855
2017_1308_1376,0.241
2017_1308_1388,0.11
2017_1308_1407,0.673
2017_1308_1411,0.739
2017_1308_1413,0.809
2017_1308_1417,0.132
2017_1308_1423,0.358
2017_1308_1425,0.3665
2017_1308_1433,0.276
2017_1308_1435,0.3785
2017_1308_1436,0.4745
2017_1308_1437,0.0485
2017_1308_1438,0.1135
2017_1308_1439,0.296
2017_1308_1448,0.311
2017_1308_1452,0.0535
2017_1308_1455,0.0715
2017_1308_1457,0.5225
2017_1308_1458,0.1775
2017_1308_1462,0.3035
2017_1309_1314,0.0155
2017_1309_1315,0.4125
2017_1309_1321,0.1395
2017_1309_1323,0.0885
2017_1309_1329,0.111
2017_1309_1332,0.011
2017_1309_1343,0.166
2017_1309_1344,0.16
2017_1309_1345,0.03
2017_1309_1348,0.0975
2017_1309_1355,0.5165
2017_1309_1371,0.1275
2017_1309_1374,0.03
2017_1309_1376,0.1675
2017_1309_1388,0.055
2017_1309_1407,0.287
2017_1309_1411,0.49
2017_1309_1413,0.407
2017_1309_1417,0.0495
2017_1309_1423,0.151
2017_1309_1425,0.153
2017_1309_1433,0.061
2017_1309_1435,0.1255
2017_1309_1436,0.1405
2017_1309_1437,0.0285
2017_1309_1438,0.016
2017_1309_1439,0.113
2017_1309_1448,0.143
2017_1309_1452,0.0165
2017_1309_1455,0.0475
2017_1309_1457,0.288
2017_1309_1458,0.039
2017_1309_1462,0.134
2017_1314_1315,0.984
2017_1314_1321,0.8215
2017_1314_1323,0.5705
2017_1314_1329,0.787
2017_1314_1332,0.8305
2017_1314_1343,0.871
2017_1314_1344,0.8185
2017_1314_1345,0.5895
2017_1314_1348,0.7845
2017_1314_1355,0.9885
2017_1314_1371,0.7945
2017_1314_1374,0.6085
2017_1314_1376,0.757
2017_1314_1388,0.58
2017_1314_1407,0.9675
2017_1314_1411,0.9915
2017_1314_1413,0.9835
2017_1314_1417,0.5385
2017_1314_1423,0.743
2017_1314_1425,0.819
2017_1314_1433,0.7995
2017_1314_1435,0.861
2017_1314_1436,0.8525
2017_1314_1437,0.4865
2017_1314_1438,0.576
2017_1314_1439,0.869
2017_1314_1448,0.9215
2017_1314_1452,0.4135
2017_1314_1455,0.5805
2017_1314_1457,0.8765
2017_1314_1458,0.5975
2017_1314_1462,0.9115
2017_1315_1321,0.2265
2017_1315_1323,0.038
2017_1315_1329,0.0755
2017_1315_1332,0.0265
2017_1315_1343,0.248
2017_1315_1344,0.232
2017_1315_1345,0.0175
2017_1315_1348,0.089
2017_1315_1355,0.5955
2017_1315_1371,0.224
2017_1315_1374,0.083
2017_1315_1376,0.218
2017_1315_1388,0.0505
2017_1315_1407,0.509
2017_1315_1411,0.5745
2017_1315_1413,0.608
2017_1315_1417,0.0195
2017_1315_1423,0.0725
2017_1315_1425,0.109
2017_1315_1433,0.058
2017_1315_1435,0.2705
2017_1315_1436,0.232
2017_1315_1437,0.0205
2017_1315_1438,0.0635
2017_1315_1439,0.1975
2017_1315_1448,0.1645
2017_1315_1452,0.0165
2017_1315_1455,0.0345
2017_1315_1457,0.4935
2017_1315_1458,0.035
2017_1315_1462,0.273
2017_1321_1323,0.264
2017_1321_1329,0.537
2017_1321_1332,0.22
2017_1321_1343,0.644
2017_1321_1344,0.6125
2017_1321_1345,0.4305
2017_1321_1348,0.516
2017_1321_1355,0.81
2017_1321_1371,0.526
2017_1321_1374,0.3965
2017_1321_1376,0.564
2017_1321_1388,0.3835
2017_1321_1407,0.586
2017_1321_1411,0.727
2017_1321_1413,0.84
2017_1321_1417,0.2185
2017_1321_1423,0.571
2017_1321_1425,0.5935
2017_1321_1433,0.474
2017_1321_1435,0.6325
2017_1321_1436,0.624
2017_1321_1437,0.1765
2017_1321_1438,0.2175
2017_1321_1439,0.65
2017_1321_1448,0.654
2017_1321_1452,0.17
2017_1321_1455,0.2255
2017_1321_1457,0.6365
2017_1321_1458,0.411
2017_1321_1462,0.593
2017_1323_1329,0.66
2017_1323_1332,0.415
